scale_pos_weight,f1_at_default_0.5,max_f1_via_threshold,best_threshold,average_precision_pr_auc
6.0,0.34962314612205203,0.35297254065533884,0.53908545,0.29312445613559684
2.0,0.2688927943760984,0.3511830635113549,0.27385297,0.2965624931113825
11.3233,0.3170194750211685,0.3509949652356856,0.63726217,0.28548968437859185
8.0,0.34118873826903023,0.3497607655497708,0.55328995,0.29470932159380836
1.0,0.1556629092860977,0.34815011977593124,0.18020464,0.2859109165957234
4.0,0.33634175691937424,0.3461538461533722,0.42167014,0.28600881985102616
