model,precision,recall,f1,training_time_s
xgboost,0.21566820276497695,0.5980830670926518,0.3170194750211685,2.44155740000042
random_forest,0.4184704184704185,0.1853035143769968,0.25686448184233834,2.138088599999719
logistic_regression,0.12186997473007122,0.6779552715654952,0.20660110992113717,20.366829300000063
